platform,review,rating,engagement,date
Gojek,"Lagi Hujan payah nya mencari driver, sampe sejam nunggu. bahkan udah dpt driver malah minta cancel!",1,0,2026-02-15 10:22:38
Gojek,ok banget,5,0,2026-02-15 10:21:44
Gojek,Bagus,5,0,2026-02-15 10:06:02
Gojek,saya sangat berhargai dengan aplikasi gojek ini bisa mau punya tujuan lainnya apa yang saya mau lakukan baik dengan benar saya akan memberi nilai 5 ini untuk aplikasi gojek satu ini demikian saya sering pakai gunakan aplikasi ini bisa bebas ongkir dan ada promo murah ini saya sangat senang karena baru kali ini saya tidak menyesal dengan gunakan aplikasi gojek ini tidak akan pernah terjadi lagi jadi saya menghormati kepada aplikasi ini saya akan mengatakan sekian terima kasih untuk aplikasi ini.,5,0,2026-02-15 09:41:12
Gojek,mantaaab,5,0,2026-02-15 09:31:19
Gojek,"ini kenapa dah dari kemaren pas mau mesen gofood pas waktu sore, gak ada sama sekali driver yang mau ngambil? Kenapa jadi kek gini setelah update aplikasi? Mana gak bisa di cancel lagi, masa harus nunggu jeda waktu selama itu buat cancel?",3,0,2026-02-15 09:25:32
Gojek,sangat memuaskan,5,0,2026-02-15 09:20:31
Gojek,ok,4,0,2026-02-15 09:14:54
Gojek,"driver nya baik,ramah 👍👍⭐⭐⭐⭐⭐",5,0,2026-02-15 09:11:29
Gojek,coba dlu appsnya nnti bintangnya ak tmbhin,5,0,2026-02-15 08:53:55
Gojek,tepat waktu dalam penjemputan penumpang,5,0,2026-02-15 08:53:38
Gojek,mantap,5,0,2026-02-15 08:34:24
Gojek,makin kesini makin ngaco .,1,0,2026-02-15 08:32:17
Gojek,boleh juga,4,0,2026-02-15 08:21:58
Gojek,cepat aman & amanah,5,0,2026-02-15 08:20:30
Gojek,bagus,4,0,2026-02-15 08:19:41
Gojek,"sejak kapan saya berlangganan gojek plus, transaksi otomatis tanpa sepengetahuan pengguna saldo langsung berkurang minimal ada persetujuan dulu atau konfirmasi transaksi",1,0,2026-02-15 07:59:41
Gojek,saya tidak sengaja memesan tapi tidak bisa dibatalkan padahal tidak butuh,1,0,2026-02-15 07:56:41
Gojek,puas,5,0,2026-02-15 07:56:24
Gojek,program hemat sungguh menyengsarakan driver mauoun customer,1,0,2026-02-15 07:49:51
Gojek,"Aplikasi sering menutup sendiri, Payah !!! sebagai driver bukan di kasih kesejahteraan malah di kasih aplikasi error terus, Saya akan perbaiki jika sudah di perbaiki. saya gojek driver jakarta, tapi orderannya selalu ke bekasi, bekasi yang sering banjir pula saya di arahkan orderannya.",3,0,2026-02-15 07:43:00
Gojek,mantap,5,0,2026-02-15 07:28:57
Gojek,"tiba² dapet spam chat suruh bayar utang padahal gaada minjem, i mean ini apk gojek loh? ini data sy bocor apa gimana ya? jujur spam chat nya ganggu.",3,0,2026-02-15 07:28:15
Gojek,tepat waktu,5,0,2026-02-15 07:19:06
Gojek,setiap mesan gofood gadapat ojek,1,0,2026-02-15 07:14:44
Gojek,"aneh, akhir"" ini setiap top up selalu berkurang seribu. gw barusan top up 100k tapi yang masuk malah 99k",2,0,2026-02-15 07:08:29
Gojek,bagus sekali,5,0,2026-02-15 07:08:10
Gojek,"csnya cepat menanggapi dan nyelesain masalah, tysm gojek",5,0,2026-02-15 07:05:57
Gojek,bagus,5,0,2026-02-15 07:04:24
Gojek,bagus,5,0,2026-02-15 06:41:00
Gojek,kenapa skrang susah dapa driver sih baik buat gofood atau buat pergi,3,0,2026-02-15 06:40:25
Gojek,sangat bagus,5,0,2026-02-15 06:21:03
Gojek,nice,5,0,2026-02-15 06:19:38
Gojek,baik,5,0,2026-02-15 06:08:30
Gojek,"makin kesini makan buruk ini aplikasi udah ketinggalan jauh sama kompetitor nya! alamat tujuan udah sedetail mungkin aja masih ga kebaca sama ini aplikasi, mending pake aplikasi gojek sebelah jauh kemana mana soal kualitas",1,0,2026-02-15 06:07:41
Gojek,mantap,5,0,2026-02-15 06:07:36
Gojek,"customer ad rating dri driver, stop gunain fitur itu saya jg ada bca kmen org di apk sebelah ad driver jg sngja ksih rating rendah krn driver sring dikasih tip dari customer jadi biar driver itu lagi aj yg ambil. enk jg kalo drivernya jujur ini kbnykan yang bohong, ini juga tiba tiba saya dicancel sama driver, mau driver sekarang apa, tolong di perbaikin lagi deh. sama pas hujan jg giliran pke hemat ga ada yg ambil, giliran tnp hemat eh cpt banget di ambil, dan driver jg ga ad bwa jas ujan 1 lg.",1,0,2026-02-15 05:47:40
Gojek,ssmakin terdepan,4,0,2026-02-15 05:37:13
Gojek,jelek. tolong dong diedukasi kembali drivernya. klo emang gamau ambil penumpang yg hemat jangan diambil. merugikan penumpang klo gini. klo emang begitu caranya mending gausah ada hemat. orang pilih hemat buat yg jarak dekat salah kah?,1,0,2026-02-15 05:32:26
Gojek,mantap,5,0,2026-02-15 05:27:56
Gojek,asik,5,0,2026-02-15 05:22:27
Gojek,"apk gag jelasss sih !!! pesen gofud udh nunggu hampir sejam , tiba2 dibatalkan dari apk katanya pesanan terlalu ramai , udh langsung balik ke tampilan awal , pas udh diulang pesanannya tiba2 dpt tlp dari driver nanyain rumah pesenan udh dtg , giliran pesanan yg baru mau dicancle gag bisa udh menghubungi pusat bantuan ...",1,0,2026-02-15 05:17:51
Gojek,aman terpercaya,5,0,2026-02-15 04:55:42
Gojek,tepat waktu dan mudah pesanya,5,0,2026-02-15 04:48:37
Gojek,ada susahnya ada bagusnya,5,0,2026-02-15 04:41:48
Gojek,"kalau pesan go car prioritas selalu datangnya lama, lbh dr 10 menit, pdhl sudah pesan prioritas, dan selalu tercantum di mapsnya kurnag dr 5 menit, namun kemudian mobil tidak datang2, dan maps berubah jd diatas 10 menit. Pengemudi susah di tlf. Lalu apa bedanya layanan prioritas dengan yg biasa? komplen ke cust service pun susah",1,0,2026-02-15 04:41:02
Gojek,mantap pokoknya,5,0,2026-02-15 04:32:20
Gojek,keren,5,0,2026-02-15 04:19:55
Gojek,Pesen instan malah dikirimnya sameday ditumpuk ama pesenan laen.. kocak nih aplikasi. pesen instan biar cepet !! jangan sameday pake gimmick instan !!!,1,0,2026-02-15 04:09:10
Gojek,"Sekarang gojek mahal. Apalagi gofood, ongkir mahal padahal jarak kurang dari 1 km. Biaya ongkir+penanganan lebih mahal dari harga makanannya. Harga makanannya pun lebih mahal daripada grab dan shopee, padahal di resto yg sama. Diskonnya jg minim, jarang, dan cuma berlaku utk pembayaran pakai kartu kredit tertentu aja. Potongan komisi ke driver dan resto kelewat besar. Kasihan driver dan UMKM nya. Aplikasi karys anak bangsa yg ngisep darah dan keringat mitra sesama anak bangsanya.",3,0,2026-02-15 04:08:28
Gojek,"awalnya dapat yg murah tapi drivernya pada belagu dan nolak saya sampai saya nunggu lama sekali, intinya kalau mau cepat diantar harus pilih harga mahal, jadi kalau mau hemat jangan pakai gojek",1,1,2026-02-15 03:57:16
Gojek,gada perlindungan dan jaminan untuk customer,1,0,2026-02-15 03:57:11
Gojek,aplikasi tolol pekerja nya pada males di order ga ada yang mau ambil sekali nya ada di cancel so kaya cuih,1,0,2026-02-15 03:53:50
Gojek,mantap,5,0,2026-02-15 03:42:20
Gojek,baik,5,0,2026-02-15 03:28:10
Gojek,oke banget,5,0,2026-02-15 03:27:55
Gojek,"semua ok,semua jadi mudah",5,0,2026-02-15 03:27:20
Gojek,"2026 sekarang sudah lebih baik, jadi ku update lagi.",4,0,2026-02-15 03:17:56
Gojek,sangat membantu,5,0,2026-02-15 03:16:57
Gojek,aplikasi lemot,1,2,2026-02-15 03:07:57
Gojek,aku suka bgt mana sring bgt dpt diskon di gofood. gw yg sbgai anak kost trbntu bgt🥰🙏,5,0,2026-02-15 02:51:11
Gojek,oke aja dah,5,0,2026-02-15 02:47:34
Gojek,masukin kode otp di nomer baru aja gk bisa.. sehat,1,0,2026-02-15 02:45:24
Gojek,sangat membantu.. terima kasih,5,0,2026-02-15 02:32:14
Gojek,mantep...,5,0,2026-02-15 02:27:55
Gojek,"untuk pihak manajement gojek dan terkait, tolong drivernya di suruh mandi dulu baru ngojek, karena tiap pesan gojek rata2 saya gak kuat nahan bau badan drivernya, bau apek sekali.. mana suka merokok lagi saat dalam perjalanan.. jadi asap rokoknyo itu sangat menggangu bagi kita penumpang",5,0,2026-02-15 02:19:33
Gojek,bagus,5,0,2026-02-15 01:54:17
Gojek,"tiap mau magrib pasti susah boking goride hemat, sangat mengecewakan",1,0,2026-02-15 01:52:59
Gojek,Ok,5,0,2026-02-15 01:52:06
Gojek,nice,5,0,2026-02-15 01:30:14
Gojek,"Min kalo bisa ngak usah ada paket hemat la, driver bike lu kayak ngak ikhlas nganter nya ngeluh mulu, nyampe berasa dihina gua",2,0,2026-02-15 01:18:40
Gojek,bagus membantu,5,0,2026-02-15 01:17:42
Gojek,"ini aneh gopay pinjam, ga masuk akal, sudah terlunasi tapi ancaman tetap berlanjut, parah !",1,0,2026-02-15 01:06:11
Gojek,"memudahkan yg mlz keluar BS d gojek gofood ajh layanan cepat, pengiriman jg cepat🙏",5,0,2026-02-15 01:01:09
Gojek,"driver banyak pake fake GPS(tuyul) kendaraan tidak sesuai aplikasi, dekat rumah banyak driver tapi malah yg jauh dapatnya, parah bgt nih aplikasi. kecewa download aplikasi ini,,,",1,0,2026-02-15 00:58:25
Gojek,"mantap ini apk, misalnya lagi mager tapi ada duit jadi gausah gerak",5,0,2026-02-15 00:57:54
Gojek,sangat berguna,5,0,2026-02-15 00:33:39
Gojek,kenapa tiba tiba ada pesenan ga food?? aaneh banget,1,0,2026-02-15 00:27:04
Gojek,lancar,5,0,2026-02-15 00:14:14
Gojek,anakku top up robux seharga 90 ribu pake gopay jadi 99.900 giiilaaaakkkk....,1,0,2026-02-14 23:55:07
Gojek,good service,5,0,2026-02-14 23:37:27
Gojek,bagus,5,0,2026-02-14 23:21:31
Gojek,gak bisa pakai shoope pay atau dana atau ovo,1,0,2026-02-14 22:45:32
Gojek,memudahkan beli makan disaat terkendala transportasi,5,0,2026-02-14 22:41:44
Gojek,bnyk diskon,5,0,2026-02-14 22:22:35
Gojek,lemot 👎,1,0,2026-02-14 21:58:50
Gojek,sangat baik dan nyaman,5,0,2026-02-14 21:04:45
Gojek,"terimakasih banyak gojek yang senantiasa menemani saya dari kuliah, hingga bekerja. Membantu saya pergi kemana mana bahkan sebelum saya punya kendaraan sendiri, membantu saya cari makan di saat sy lelah utk keluar, sahur, dan membelikan obat saat sy tidak kuat berjalan, serta membelikan buah tangan utk dikirimkan kpd kerabat. semoga gojek semakin sejahtera dari pimpinan s/d pelaksana lapangan, aamiin",5,0,2026-02-14 20:51:05
Gojek,ok ok ajassih sejauh ini GK ada masalh,5,0,2026-02-14 19:48:52
Gojek,"kenapa saya tidak bisa melakukan metode pembayaran gopaylater,pas mau chekout pembelian di aplikasi Tokopedia, untuk pembelian angsuran cicilan bulanan di Tokopedia.",2,0,2026-02-14 18:32:20
Gojek,Sagat senang,5,0,2026-02-14 17:50:21
Gojek,dengan adanya gojek perjalanan saya jadi santay,5,0,2026-02-14 16:50:51
Gojek,kalo lama gak dapat gojeknya pastinya gak bisa pesan,1,0,2026-02-14 16:36:40
Gojek,"tepat cepat ramah aman, sukses gojek",5,0,2026-02-14 15:53:24
Gojek,"tadi saya sempat pesen go car, pesanannya muncul, tetapi di driver tidak. jadi saya harus menunggu lama.",1,0,2026-02-14 15:32:27
Gojek,nice,5,0,2026-02-14 15:32:11
Gojek,eror,3,0,2026-02-14 15:31:34
Gojek,gojek mantapp,5,0,2026-02-14 15:29:58
Gojek,"KOCAK.... GOCATSNYA KADANG GAK BISA DIAKSES, CUMA LOADING DOANG. MENDING NGGAK USAH BIKIN DARI PADA BANYAK BUGNYA. APLIKASI AMATIR SOK-SOK'AN BIKIN PERMAINAN.",1,0,2026-02-14 15:27:34
Gojek,aplikasi nya Lama suruh driver lagian driver nya gak ramah,1,0,2026-02-14 15:14:37
Gojek,maaf. layanan pengaduan di aplikasi tidak tersedia karna ada kendala/perbaikan. jadi saya buat di sini aja.. mitra dari gojek mengamuk dan membanting helm saat di suruh membuka helm untuk masuk ke instansi kami. namun driver tersebut marah2 dan tidak mau mengikuti peraturan yg ada di sini. maaf driver arogan seperti itu apakah bisa diberi sedikit teguran soal sopan dan santun. etika dalam bertamu tidak ada. padahal kami menyambut dengan ramah. plat motor BM 5149 ABO. PEKANBARU.,1,0,2026-02-14 15:10:26
Gojek,Aplikasi gojek utk semua layanan sie bagus..tp cb tolong utk layanan GOMART selalu sering salah item barang yg dibeli..kasian drivernya harus bolak balik tukerin item yg salah gara2 karyawan gomart/alfamart..cb klw drivernya gk mau tanggung jawab yg rugi kan customernya,1,1,2026-02-14 15:09:58
Gojek,pesan go food lama sekali prosesnya. ujung2nya dicancel sepihak. aplikasi tidak menyediakan fitur cancel,1,0,2026-02-14 14:56:46
Gojek,"Gofood menunggunya sampai 1 jam lebih, di kota kecil....",2,0,2026-02-14 14:46:45
Gojek,"eh gojek, tolong langsung di update ya!! gua lagi nyari gambar buat kirim ke driver tapi malah gambar lain yang ke kirim, tolong lah klo lagi milih gambar biar bisa di ceklis dulu atau ada confirm buat make sure gambar ga salah!!! lah ini sekali pencet langsung ke kirim, klo salah pencet lagi scrol ke kirim foto lain!!! tolong di updateeee",1,0,2026-02-14 14:40:30
Gojek,manstappp,5,0,2026-02-14 14:36:06
Gojek,"Terdapat di media sosial yang memperlihatkan kalau masih banyak para driver goride itu melanggar aturan lalu lintas, seperti melawan arah, naik ke trotoar, dan bahkan merokok saat berkendara. Aku menyarankan untuk memberi hukuman bagi pelanggar mungkin dengan membekukan akun selama 1 atau 2 hari. Melaporkan si driver mungkin dengan cara si customer atau bahkan warga setempat yang melihat bisa memberi laporan ke cs atau pihak yang menangani, tentunya dengan foto berisi no plat dan pelanggarannya.",2,0,2026-02-14 14:30:42
Gojek,"udh 2 kali nunggu driver gofod 1 jam ga dpt2, ga bisa di batalin, harus nunggu batalin sendiri",1,0,2026-02-14 14:23:46
Gojek,enak dan nyaman,5,0,2026-02-14 14:14:40
Gojek,terpercaya,5,0,2026-02-14 14:11:49
Gojek,"estimasi waktu antar gofood klo bisa di kurangin, masa iya udah pakai express jarak cuma dekat estimasi 30-40 menit. keburu pingsan karna lapar.",1,0,2026-02-14 14:07:25
Gojek,mantap gojek semangat,5,0,2026-02-14 14:04:07
Gojek,Sudah 5 kali cari driver susah. Padahal ada beberapa yang dekat,1,0,2026-02-14 13:43:45
Gojek,"aplikasi ojol yang masih bisa di pake dan stabil dengan hp yang kapasitas ram nya 2 gb ,mantap pokonya gojek 👍,,,kalo bisa ukurannya di turunin dan di bikin simple aja biar makin lancar buat pengguna hp berkapasitas kecil",5,0,2026-02-14 13:43:28
Gojek,"mau pake prioritas atau gak sama AJA!! pake prioritas tuh biar cepet malah sering bgt dapet driver LEMOT merasa rugi banget. tolong di training lagi driver nya, pesen makan dari jam 7 sampe jam 9 lebih baru dateng, makanan saya udah dingin, kira² masih ada selera makan apa ga kalo gtu? ya jelas nggak! rugi waktu, rugi duit!",2,0,2026-02-14 13:38:27
Gojek,"Nyari driver untuk pesanan makananku gak becus, makanan udah siap, tapi sudah 1 jam masih belum diambil. Katanya ada kendala dalam pencarian driver, namun gak bisa gitu dong. Memang uangku kembali, tapi waktu yang aku habiskan untuk menunggu tidak akan pernah kembali. Apalagi kompensasi hanya berupa voucher yang gak seberapa.",1,0,2026-02-14 13:29:10
Gojek,"gak suka, masa kalau driver sibuk harus nunggu sampe 1 jam nyari drivernya, terus gak bisa dibatalin akhirnya kelaparan nungguin makanan yg gak dtg dtg",2,0,2026-02-14 13:27:13
Gojek,Gak jelas makin parah lama nunggunya padahal driver banyak,1,0,2026-02-14 13:25:31
Gojek,lama banget dapet driver susah padahal di apk nya banyak yg Deket sekalinya dapet yang jauh,1,0,2026-02-14 13:18:26
Gojek,"bubarin aja, udh nunggu 1 jam tiba"" dibatalin",1,0,2026-02-14 13:14:43
Gojek,bagus,5,0,2026-02-14 13:12:26
Gojek,sangat memuaskan,5,0,2026-02-14 13:02:31
Gojek,oke,5,0,2026-02-14 13:01:48
Gojek,"aplikasi buruk, dicancel 2x, kalau ngga niat, jangan buka app",1,0,2026-02-14 12:54:09
Gojek,pelayanan nya cepat dan tidak.mengecewakan,5,0,2026-02-14 12:46:13
Gojek,saran untuk tim yang bersangkutan. dengan keluhan saya saat ini. dalam beberapa hari saya sering pakai gocar untuk ke RS. gila harganya gak ngotak tiap pesan 60rb di jarak 20km dri rumah saya ke Rumah Sakit. tolong di atur lagi. mungkin khusus untuk tujuan di rumah sakit harga di sesuaikan jam berapapun order entah pagi atau malam hari. dan drivernya juga jika kena promo sama sekali gk ada yang ambil hampir 1jam waktu ke buang karena gk ada yg menerima tarif promo dan promo itu hanya 1x.,2,0,2026-02-14 12:41:35
Gojek,jelek pelayanan,1,0,2026-02-14 12:36:59
Gojek,bgus,5,0,2026-02-14 12:34:54
Gojek,pengemudi sikapnya baik,5,0,2026-02-14 12:23:45
Gojek,"server sampah, penipu",1,0,2026-02-14 12:21:12
Gojek,"Makin kesini nyari driver makin susah, padahal dulu awal² gampang bgt",1,0,2026-02-14 12:11:09
Gojek,kecepatan oke,5,0,2026-02-14 12:05:36
Gojek,"akhir"" ini sulit buat dapet gojek tolong di perbaiki",3,0,2026-02-14 12:04:28
Gojek,"shopy food, klo dapat driver di daerah batam, 1 detik kita langsung dapat driver, aplikasi GO-JEK ongkir nya mahal dari shopy food, dapat driver susah, apa yg salah",1,0,2026-02-14 11:51:19
Gojek,"aplikasi nya banyak bug nih , jadi kalo pesan gofood kadang saya sama driver yang antar makanan gak bisa kirim foto saya nya gak ada tampilan nya padahal biasanya ada tapi sekarang selalu bug gak ada atau gak bisa telpon lebih parah nya jadinya saya kena dampak buruk nya dari driver nya tolong di benerin bug nya yah!!!",1,0,2026-02-14 11:38:07
Gojek,udah laganan tapi tarif/biyaya terlalu mahal beda Ama aplikasi sebelah mohon di turunkan tarif/biyaya agar tambah banyak pelanggan nya,1,0,2026-02-14 11:36:19
Gojek,"layanan ok siap sigap ,,, mohon laporan sayah tolong di perosesss makasih 🙏🙏🙏🙏",5,0,2026-02-14 11:28:28
Gojek,cari drivernya susah. giliran dapet malah di cancel.,1,0,2026-02-14 11:16:41
Gojek,Mana gojek pinjaman,5,0,2026-02-14 11:15:08
Gojek,"klo voucher gofood gak berlaku ditempat yg gak terdaftar ya udh, jgn dipersulit, tinggal dikasih tau aja gak ush dijadwal2lin segala",2,0,2026-02-14 11:13:33
Gojek,karna lama,4,0,2026-02-14 11:12:13
Gojek,oke,5,0,2026-02-14 11:02:19
Gojek,hati-hati buat semua yang ajukan gopay pinjam tahun 2026 kalau telat sehari bakal diteror kejam kata katanya luar biasa kejam mending jangan nanti kena mental lebih baik cari yang lainnya ataupun lebih baik jangan,1,0,2026-02-14 11:00:10
Gojek,"driver gada yg niat, gerimis dikitt pada off semua gada driver, telat kereta kan",1,0,2026-02-14 10:50:28
Gojek,"pelayanan baik, lebih ditingkatkan lagi 👍",5,0,2026-02-14 10:46:56
Gojek,"respon nya lambat, padahal udah pakek prioritas tetep gak dapet gojek",1,0,2026-02-14 10:46:31
Gojek,lama banget dapet drivernya. udah nunggu 30 menit gak dapet2,1,0,2026-02-14 10:42:16
Gojek,ok,5,0,2026-02-14 10:15:02
Gojek,mantap,5,0,2026-02-14 10:10:59
Gojek,"Cepat , aman & nyaman",5,0,2026-02-14 10:10:19
Gojek,sudah ga jelas aplikasi nya harga di aplikasi gini nanti kalau bayar kas lain harga.gopay lain harga.emang mau kalian apa mmg uang cash sama pakai gopay beda.hanya ingin memajukan aplikasi gopay kalian kami yg Kenak,1,0,2026-02-14 09:54:25
Gojek,"tolong aplikasi di perbaiki. alamat driver tdk sama dengan map kita.tlpn tdk bisa masuk, misscall tdk kedengeran.dari testimoni driver mareka banyak yng tdk mau narik krn macet. giliran narik, banyak ngeluh, kesal, krn macet. tlng kasih paham bawa kita sebagai penumpang juga susah klo macet, Ongkos naik dua kali lipat. juga capek, dan terlambat. klo bisa kebersihan helm lebih jaga. Kadang-kadang helm rusak luar dalam. hitam krn kotor dan basa.pokoknya makin buruk .",3,2,2026-02-14 09:37:26
Gojek,gojek memang memudahkan seglanya,5,0,2026-02-14 09:28:15
Gojek,"kenapa penjemputan kalau jauh,drivernya selalu ngomel.kalau tidak bisa atau tidak mau,di cancel saja",3,0,2026-02-14 09:23:25
Gojek,naik sekalip,5,0,2026-02-14 09:07:19
Gojek,sangat membantu memesan makanan dn mengirim kn paket.,5,0,2026-02-14 08:54:17
Gojek,ok,4,0,2026-02-14 08:37:22
Gojek,tak dapat driver teruss lama gua ke laparan 👎🏻,1,0,2026-02-14 08:25:58
Gojek,Drivernya baikk Double W in thee chatt fuuu🔥🔥🔥🔥,5,0,2026-02-14 08:25:11
Gojek,kalau pesen ojeg boleh ngga bayar nya kalau udah sampe ke tempat tujuan,4,0,2026-02-14 08:05:37
